project_id,project_name,department,project_type,location,budget,expenditure,planned_duration_days,time_elapsed_days,completion_percentage,total_milestones,completed_milestones,delayed_milestones,pending_milestones,risk_score,delay_level
PRJ-2145,Water & Sanitation Project - Kolkata #1145,Ministry of Health & Family Welfare,Water & Sanitation,Kolkata,2664.1,2130.25,818,719,70.91,37,26,2,9,2.51,MEDIUM
PRJ-2146,Urban Infrastructure Project - Pune #1146,Ministry of Power,Urban Infrastructure,Pune,3038.83,839.11,1231,398,27.61,9,2,0,7,3.95,LOW
PRJ-2147,Water & Sanitation Project - Lucknow #1147,Ministry of Power,Water & Sanitation,Lucknow,2272.86,675.92,481,291,34.84,12,4,2,6,5.85,HIGH
PRJ-2148,Energy & Power Project - Delhi NCR #1148,Ministry of Railways,Energy & Power,Delhi NCR,1672.08,456.68,1267,757,29.28,40,11,9,20,8.0,HIGH
PRJ-2149,Urban Infrastructure Project - Jaipur #1149,Ministry of Railways,Urban Infrastructure,Jaipur,1513.66,278.91,863,136,19.68,11,2,0,9,4.78,LOW
PRJ-2150,Transportation Project - Chennai #1150,Ministry of Urban Development,Transportation,Chennai,671.18,343.18,541,407,48.02,36,17,7,12,5.62,HIGH
PRJ-2151,Digital Governance Project - Hyderabad #1151,Ministry of Road Transport & Highways,Digital Governance,Hyderabad,3356.81,569.11,629,142,13.59,22,2,2,18,6.18,MEDIUM
PRJ-2152,Transportation Project - Lucknow #1152,Ministry of Power,Transportation,Lucknow,2451.3,344.89,1008,535,16.54,22,3,8,11,7.72,HIGH
PRJ-2153,Energy & Power Project - Patna #1153,Ministry of Railways,Energy & Power,Patna,1015.09,233.68,1401,583,28.72,16,4,2,10,5.76,MEDIUM
PRJ-2154,Digital Governance Project - Chennai #1154,Ministry of Urban Development,Digital Governance,Chennai,2985.45,537.44,1588,575,18.8,9,1,1,7,5.12,MEDIUM
PRJ-2155,Transportation Project - Delhi NCR #1155,Ministry of Urban Development,Transportation,Delhi NCR,2334.45,1221.0,1056,493,58.85,21,12,0,9,2.4,LOW
PRJ-2156,Water & Sanitation Project - Delhi NCR #1156,Ministry of Water Resources,Water & Sanitation,Delhi NCR,2083.08,1776.59,1150,852,81.68,20,16,0,4,1.01,LOW
PRJ-2157,Healthcare Facility Project - Patna #1157,Ministry of Road Transport & Highways,Healthcare Facility,Patna,3466.54,1406.02,647,438,45.9,14,6,2,6,3.7,MEDIUM
PRJ-2158,Digital Governance Project - Kolkata #1158,Ministry of Water Resources,Digital Governance,Kolkata,1589.63,1076.99,1684,818,63.15,36,22,0,14,2.76,LOW
PRJ-2159,Energy & Power Project - Chennai #1159,Ministry of Water Resources,Energy & Power,Chennai,2488.45,2986.14,1240,1180,100.0,35,35,0,0,1.37,LOW
PRJ-2160,Digital Governance Project - Delhi NCR #1160,Ministry of Electronics & IT,Digital Governance,Delhi NCR,526.17,456.98,1020,1062,76.88,14,10,1,3,1.62,HIGH
PRJ-2161,Digital Governance Project - Guwahati #1161,Ministry of Health & Family Welfare,Digital Governance,Guwahati,3406.78,211.5,916,299,7.35,29,2,10,17,10.0,HIGH
PRJ-2162,Digital Governance Project - Jaipur #1162,Ministry of Electronics & IT,Digital Governance,Jaipur,3148.28,3777.94,1100,1304,100.0,16,16,0,0,1.36,LOW
PRJ-2163,Urban Infrastructure Project - Lucknow #1163,Ministry of Power,Urban Infrastructure,Lucknow,1466.36,265.43,745,327,22.06,38,8,10,20,9.57,MEDIUM
PRJ-2164,Urban Infrastructure Project - Pune #1164,Ministry of Road Transport & Highways,Urban Infrastructure,Pune,1987.65,467.05,890,371,18.29,36,6,12,18,9.18,MEDIUM
PRJ-2165,Transportation Project - Jaipur #1165,Ministry of Electronics & IT,Transportation,Jaipur,3383.68,2353.43,1457,1040,78.92,36,28,0,8,2.65,LOW
PRJ-2166,Urban Infrastructure Project - Delhi NCR #1166,Ministry of Road Transport & Highways,Urban Infrastructure,Delhi NCR,768.47,245.46,1394,328,30.59,5,1,0,4,4.79,LOW
PRJ-2167,Infrastructure Project - Chennai #1167,Ministry of Road Transport & Highways,Infrastructure,Chennai,490.64,515.66,760,732,100.0,40,40,0,0,0.17,LOW
PRJ-2168,Transportation Project - Guwahati #1168,Ministry of Power,Transportation,Guwahati,696.58,652.62,1378,1529,99.1,7,6,0,1,0.75,LOW
PRJ-2169,Digital Governance Project - Patna #1169,Ministry of Water Resources,Digital Governance,Patna,1357.98,1151.52,997,1160,99.87,21,20,0,1,1.2,LOW
PRJ-2170,Healthcare Facility Project - Ahmedabad #1170,Ministry of Railways,Healthcare Facility,Ahmedabad,2379.44,2069.13,840,827,100.0,17,17,0,0,0.83,LOW
PRJ-2171,Energy & Power Project - Chennai #1171,Ministry of Railways,Energy & Power,Chennai,308.74,318.18,1340,1500,100.0,16,16,0,0,1.75,LOW
PRJ-2172,Infrastructure Project - Bengaluru #1172,Ministry of Urban Development,Infrastructure,Bengaluru,1847.73,957.13,1601,711,40.87,27,11,2,14,4.61,LOW
PRJ-2173,Urban Infrastructure Project - Pune #1173,Ministry of Urban Development,Urban Infrastructure,Pune,106.58,14.19,1324,170,11.25,10,1,1,8,6.07,MEDIUM
PRJ-2174,Water & Sanitation Project - Hyderabad #1174,Ministry of Power,Water & Sanitation,Hyderabad,2035.33,435.57,944,226,19.97,23,4,0,19,5.69,MEDIUM
PRJ-2175,Urban Infrastructure Project - Patna #1175,Ministry of Railways,Urban Infrastructure,Patna,30.78,20.97,1742,1850,66.15,8,5,1,2,2.63,HIGH
PRJ-2176,Infrastructure Project - Kolkata #1176,Ministry of Electronics & IT,Infrastructure,Kolkata,2084.25,1342.73,775,559,56.25,8,4,0,4,3.36,MEDIUM
PRJ-2177,Digital Governance Project - Guwahati #1177,Ministry of Health & Family Welfare,Digital Governance,Guwahati,195.04,60.09,599,400,28.5,36,10,10,16,9.37,HIGH
PRJ-2178,Water & Sanitation Project - Bengaluru #1178,Ministry of Electronics & IT,Water & Sanitation,Bengaluru,1060.11,988.75,816,727,73.54,36,26,2,8,2.52,MEDIUM
PRJ-2179,Infrastructure Project - Bengaluru #1179,Ministry of Road Transport & Highways,Infrastructure,Bengaluru,2117.23,789.62,427,286,40.38,11,4,2,5,5.45,HIGH
PRJ-2180,Urban Infrastructure Project - Delhi NCR #1180,Ministry of Urban Development,Urban Infrastructure,Delhi NCR,3241.9,1307.84,794,432,31.24,20,6,5,9,6.53,MEDIUM
PRJ-2181,Healthcare Facility Project - Patna #1181,Ministry of Water Resources,Healthcare Facility,Patna,1542.56,1092.4,1527,1189,69.69,6,4,0,2,3.15,LOW
PRJ-2182,Transportation Project - Bengaluru #1182,Ministry of Electronics & IT,Transportation,Bengaluru,1795.19,1565.01,1612,1130,83.98,23,19,0,4,1.0,LOW
PRJ-2183,Urban Infrastructure Project - Kolkata #1183,Ministry of Health & Family Welfare,Urban Infrastructure,Kolkata,2340.27,1588.57,981,514,56.57,34,19,0,15,3.02,LOW
PRJ-2184,Energy & Power Project - Pune #1184,Ministry of Road Transport & Highways,Energy & Power,Pune,429.24,21.46,977,109,5.1,33,1,2,30,7.36,MEDIUM
PRJ-2185,Urban Infrastructure Project - Guwahati #1185,Ministry of Railways,Urban Infrastructure,Guwahati,1609.64,949.48,198,233,60.26,37,22,6,9,6.19,HIGH
PRJ-2186,Urban Infrastructure Project - Jaipur #1186,Ministry of Health & Family Welfare,Urban Infrastructure,Jaipur,229.05,74.56,1523,405,28.86,26,7,1,18,5.67,MEDIUM
PRJ-2187,Energy & Power Project - Patna #1187,Ministry of Railways,Energy & Power,Patna,1067.23,137.2,986,172,10.54,35,3,4,28,7.02,MEDIUM
PRJ-2188,Transportation Project - Lucknow #1188,Ministry of Electronics & IT,Transportation,Lucknow,2482.67,1994.61,1218,1160,75.6,13,9,1,3,2.8,MEDIUM
PRJ-2189,Energy & Power Project - Lucknow #1189,Ministry of Health & Family Welfare,Energy & Power,Lucknow,2164.99,303.05,1006,175,17.18,15,2,0,13,5.47,LOW
PRJ-2190,Digital Governance Project - Pune #1190,Ministry of Urban Development,Digital Governance,Pune,1139.57,834.26,654,771,60.79,20,12,3,5,4.92,HIGH
PRJ-2191,Urban Infrastructure Project - Ahmedabad #1191,Ministry of Electronics & IT,Urban Infrastructure,Ahmedabad,3229.09,1870.96,306,236,67.59,9,6,0,3,2.37,LOW
PRJ-2192,Water & Sanitation Project - Delhi NCR #1192,Ministry of Electronics & IT,Water & Sanitation,Delhi NCR,3233.19,372.08,837,182,11.23,13,1,3,9,6.79,MEDIUM
PRJ-2193,Transportation Project - Chennai #1193,Ministry of Railways,Transportation,Chennai,1723.95,450.4,1570,651,29.01,15,4,2,9,5.41,MEDIUM
PRJ-2194,Transportation Project - Mumbai #1194,Ministry of Water Resources,Transportation,Mumbai,2041.56,1610.08,1468,1696,92.99,7,6,0,1,2.14,LOW
PRJ-2195,Water & Sanitation Project - Ahmedabad #1195,Ministry of Power,Water & Sanitation,Ahmedabad,1993.35,487.03,327,155,21.41,38,8,10,20,9.59,HIGH
PRJ-2196,Water & Sanitation Project - Pune #1196,Ministry of Health & Family Welfare,Water & Sanitation,Pune,1757.97,1421.39,910,710,74.91,13,9,0,4,2.13,LOW
PRJ-2197,Urban Infrastructure Project - Mumbai #1197,Ministry of Electronics & IT,Urban Infrastructure,Mumbai,1996.34,1535.7,440,422,81.05,12,9,0,3,1.05,MEDIUM
PRJ-2198,Energy & Power Project - Delhi NCR #1198,Ministry of Health & Family Welfare,Energy & Power,Delhi NCR,791.83,724.27,773,861,98.81,27,26,0,1,1.8,LOW
PRJ-2199,Infrastructure Project - Jaipur #1199,Ministry of Power,Infrastructure,Jaipur,2017.99,1919.76,1240,1394,90.6,30,27,0,3,1.56,LOW
PRJ-2200,Healthcare Facility Project - Pune #1200,Ministry of Road Transport & Highways,Healthcare Facility,Pune,3279.87,2606.42,718,587,97.37,31,30,0,1,0.8,LOW
PRJ-2201,Infrastructure Project - Bengaluru #1201,Ministry of Water Resources,Infrastructure,Bengaluru,722.77,347.24,1682,778,40.76,8,3,0,5,3.11,LOW
PRJ-2202,Healthcare Facility Project - Guwahati #1202,Ministry of Health & Family Welfare,Healthcare Facility,Guwahati,2924.16,871.1,252,121,35.66,31,11,4,16,6.04,MEDIUM
PRJ-2203,Healthcare Facility Project - Pune #1203,Ministry of Road Transport & Highways,Healthcare Facility,Pune,3313.64,2225.34,734,657,78.82,36,28,1,7,2.76,MEDIUM
PRJ-2204,Urban Infrastructure Project - Chennai #1204,Ministry of Urban Development,Urban Infrastructure,Chennai,2737.58,273.26,646,79,12.06,17,2,1,14,6.52,MEDIUM
PRJ-2205,Digital Governance Project - Guwahati #1205,Ministry of Electronics & IT,Digital Governance,Guwahati,73.15,11.7,1167,183,13.52,13,1,1,11,5.58,MEDIUM
PRJ-2206,Infrastructure Project - Pune #1206,Ministry of Railways,Infrastructure,Pune,421.79,356.92,1440,1700,86.01,17,14,0,3,2.54,MEDIUM
PRJ-2207,Transportation Project - Mumbai #1207,Ministry of Railways,Transportation,Mumbai,2064.27,906.44,645,357,37.33,39,14,7,18,7.92,MEDIUM
PRJ-2208,Water & Sanitation Project - Guwahati #1208,Ministry of Road Transport & Highways,Water & Sanitation,Guwahati,882.23,95.06,296,54,12.48,16,1,1,14,5.4,LOW
PRJ-2209,Digital Governance Project - Hyderabad #1209,Ministry of Health & Family Welfare,Digital Governance,Hyderabad,3493.33,1389.14,445,341,38.26,12,4,4,4,4.84,HIGH
PRJ-2210,Transportation Project - Pune #1210,Ministry of Health & Family Welfare,Transportation,Pune,2471.34,2965.61,911,990,100.0,33,33,0,0,1.88,LOW
PRJ-2211,Healthcare Facility Project - Chennai #1211,Ministry of Water Resources,Healthcare Facility,Chennai,3042.71,1040.44,680,462,36.62,39,14,10,15,7.28,HIGH
PRJ-2212,Digital Governance Project - Lucknow #1212,Ministry of Urban Development,Digital Governance,Lucknow,1706.86,324.67,340,110,21.9,38,8,4,26,6.99,MEDIUM
PRJ-2213,Infrastructure Project - Kolkata #1213,Ministry of Railways,Infrastructure,Kolkata,2539.94,561.8,1793,459,17.16,33,5,6,22,7.45,MEDIUM
PRJ-2214,Infrastructure Project - Pune #1214,Ministry of Road Transport & Highways,Infrastructure,Pune,2928.77,1264.23,733,297,43.51,10,4,0,6,4.53,LOW
PRJ-2215,Urban Infrastructure Project - Delhi NCR #1215,Ministry of Urban Development,Urban Infrastructure,Delhi NCR,3021.08,1258.9,967,569,45.68,29,13,2,14,4.38,MEDIUM
PRJ-2216,Digital Governance Project - Chennai #1216,Ministry of Road Transport & Highways,Digital Governance,Chennai,119.26,54.33,1742,840,56.03,26,14,1,11,4.41,LOW
PRJ-2217,Water & Sanitation Project - Lucknow #1217,Ministry of Water Resources,Water & Sanitation,Lucknow,765.74,300.88,236,112,32.35,32,10,7,15,7.75,MEDIUM
PRJ-2218,Water & Sanitation Project - Delhi NCR #1218,Ministry of Electronics & IT,Water & Sanitation,Delhi NCR,2827.81,1588.53,1313,691,48.4,23,11,2,10,5.26,LOW
PRJ-2219,Urban Infrastructure Project - Lucknow #1219,Ministry of Urban Development,Urban Infrastructure,Lucknow,2520.08,954.76,1754,1176,42.99,29,12,5,12,6.84,MEDIUM
PRJ-2220,Transportation Project - Delhi NCR #1220,Ministry of Railways,Transportation,Delhi NCR,989.64,834.04,1577,1807,100.0,20,20,0,0,0.59,LOW
PRJ-2221,Urban Infrastructure Project - Delhi NCR #1221,Ministry of Health & Family Welfare,Urban Infrastructure,Delhi NCR,2158.26,435.73,920,363,21.82,5,1,0,4,5.05,MEDIUM
PRJ-2222,Water & Sanitation Project - Chennai #1222,Ministry of Power,Water & Sanitation,Chennai,2968.1,1708.32,1088,662,56.43,34,19,0,15,2.9,LOW
PRJ-2223,Water & Sanitation Project - Jaipur #1223,Ministry of Electronics & IT,Water & Sanitation,Jaipur,770.27,479.96,299,220,74.2,40,29,0,11,1.42,LOW
PRJ-2224,Energy & Power Project - Chennai #1224,Ministry of Railways,Energy & Power,Chennai,915.8,233.46,1193,286,22.86,14,3,2,9,5.97,MEDIUM
PRJ-2225,Infrastructure Project - Patna #1225,Ministry of Railways,Infrastructure,Patna,144.37,77.79,1581,1039,52.82,25,13,1,11,4.19,MEDIUM
PRJ-2226,Digital Governance Project - Chennai #1226,Ministry of Road Transport & Highways,Digital Governance,Chennai,3413.74,2898.06,213,180,69.09,27,18,2,7,2.43,MEDIUM
PRJ-2227,Energy & Power Project - Mumbai #1227,Ministry of Railways,Energy & Power,Mumbai,280.4,45.41,1088,244,19.31,18,3,1,14,5.18,LOW
PRJ-2228,Digital Governance Project - Ahmedabad #1228,Ministry of Water Resources,Digital Governance,Ahmedabad,259.16,183.68,1053,1119,81.32,25,20,1,4,2.05,MEDIUM
PRJ-2229,Digital Governance Project - Kolkata #1229,Ministry of Urban Development,Digital Governance,Kolkata,1652.69,1244.0,782,613,85.52,7,5,0,2,1.02,LOW
PRJ-2230,Infrastructure Project - Mumbai #1230,Ministry of Health & Family Welfare,Infrastructure,Mumbai,2135.54,2185.81,821,543,85.98,37,31,0,6,2.13,LOW
PRJ-2231,Urban Infrastructure Project - Lucknow #1231,Ministry of Railways,Urban Infrastructure,Lucknow,123.77,27.49,1667,441,18.8,10,1,2,7,6.78,MEDIUM
PRJ-2232,Healthcare Facility Project - Jaipur #1232,Ministry of Railways,Healthcare Facility,Jaipur,3492.37,1256.99,1470,1033,35.67,12,4,4,4,5.87,HIGH
PRJ-2233,Healthcare Facility Project - Pune #1233,Ministry of Road Transport & Highways,Healthcare Facility,Pune,2310.6,1045.4,1245,728,48.41,23,11,3,9,4.44,MEDIUM
PRJ-2234,Water & Sanitation Project - Kolkata #1234,Ministry of Water Resources,Water & Sanitation,Kolkata,815.81,699.73,824,760,100.0,20,20,0,0,1.92,LOW
PRJ-2235,Energy & Power Project - Mumbai #1235,Ministry of Urban Development,Energy & Power,Mumbai,1238.43,144.72,1215,223,11.91,35,4,5,26,7.3,MEDIUM
PRJ-2236,Transportation Project - Lucknow #1236,Ministry of Urban Development,Transportation,Lucknow,2899.1,2674.34,436,487,100.0,31,31,0,0,1.33,LOW
PRJ-2237,Energy & Power Project - Chennai #1237,Ministry of Health & Family Welfare,Energy & Power,Chennai,1202.09,289.35,421,79,23.82,14,3,0,11,5.07,LOW
PRJ-2238,Transportation Project - Bengaluru #1238,Ministry of Water Resources,Transportation,Bengaluru,3068.66,616.35,211,59,19.9,40,7,7,26,7.74,MEDIUM
PRJ-2239,Transportation Project - Delhi NCR #1239,Ministry of Road Transport & Highways,Transportation,Delhi NCR,2920.17,3211.65,229,196,84.93,13,11,0,2,1.81,LOW
PRJ-2240,Urban Infrastructure Project - Kolkata #1240,Ministry of Urban Development,Urban Infrastructure,Kolkata,454.81,470.92,1607,1145,89.57,12,10,0,2,2.17,LOW
PRJ-2241,Healthcare Facility Project - Lucknow #1241,Ministry of Power,Healthcare Facility,Lucknow,2162.04,285.44,1659,248,11.29,27,3,5,19,8.26,MEDIUM
PRJ-2242,Urban Infrastructure Project - Guwahati #1242,Ministry of Electronics & IT,Urban Infrastructure,Guwahati,2923.47,2505.82,772,720,74.53,16,11,1,4,2.85,MEDIUM
PRJ-2243,Healthcare Facility Project - Mumbai #1243,Ministry of Water Resources,Healthcare Facility,Mumbai,541.37,281.27,195,146,52.75,34,17,5,12,5.24,MEDIUM
PRJ-2244,Digital Governance Project - Lucknow #1244,Ministry of Health & Family Welfare,Digital Governance,Lucknow,984.76,115.0,1763,364,12.31,26,3,2,21,6.22,MEDIUM
PRJ-2245,Healthcare Facility Project - Jaipur #1245,Ministry of Health & Family Welfare,Healthcare Facility,Jaipur,2955.79,833.05,1053,435,28.41,16,4,3,9,4.86,MEDIUM
PRJ-2246,Digital Governance Project - Hyderabad #1246,Ministry of Electronics & IT,Digital Governance,Hyderabad,1512.58,666.87,749,548,39.8,11,4,2,5,4.14,HIGH
PRJ-2247,Energy & Power Project - Pune #1247,Ministry of Power,Energy & Power,Pune,1541.82,693.68,526,219,35.74,11,3,1,7,4.95,LOW
PRJ-2248,Infrastructure Project - Hyderabad #1248,Ministry of Railways,Infrastructure,Hyderabad,1937.05,963.33,1221,1135,61.12,7,4,1,2,3.42,HIGH
PRJ-2249,Transportation Project - Delhi NCR #1249,Ministry of Water Resources,Transportation,Delhi NCR,1714.4,738.97,232,117,45.81,32,14,3,15,4.95,LOW
PRJ-2250,Urban Infrastructure Project - Chennai #1250,Ministry of Water Resources,Urban Infrastructure,Chennai,3213.8,1587.88,1646,1443,40.42,33,13,13,7,9.17,HIGH
PRJ-2251,Water & Sanitation Project - Bengaluru #1251,Ministry of Road Transport & Highways,Water & Sanitation,Bengaluru,3475.84,3478.59,1678,1402,77.93,10,7,0,3,1.55,LOW
PRJ-2252,Energy & Power Project - Bengaluru #1252,Ministry of Road Transport & Highways,Energy & Power,Bengaluru,1779.64,1316.74,745,446,63.36,9,5,0,4,2.46,LOW
PRJ-2253,Urban Infrastructure Project - Mumbai #1253,Ministry of Road Transport & Highways,Urban Infrastructure,Mumbai,3263.96,629.13,1247,560,15.79,7,1,2,4,6.27,HIGH
PRJ-2254,Transportation Project - Lucknow #1254,Ministry of Railways,Transportation,Lucknow,1322.97,977.59,630,529,79.23,14,11,0,3,1.41,LOW
PRJ-2255,Energy & Power Project - Bengaluru #1255,Ministry of Urban Development,Energy & Power,Bengaluru,703.02,843.62,361,413,100.0,18,18,0,0,0.13,LOW
PRJ-2256,Healthcare Facility Project - Hyderabad #1256,Ministry of Health & Family Welfare,Healthcare Facility,Hyderabad,2487.87,710.56,259,145,30.66,29,8,7,14,6.74,HIGH
PRJ-2257,Urban Infrastructure Project - Jaipur #1257,Ministry of Power,Urban Infrastructure,Jaipur,2302.72,2763.26,548,583,100.0,23,23,0,0,0.98,LOW
PRJ-2258,Urban Infrastructure Project - Lucknow #1258,Ministry of Electronics & IT,Urban Infrastructure,Lucknow,1256.38,463.57,1165,495,40.57,23,9,1,13,4.27,LOW
PRJ-2259,Digital Governance Project - Ahmedabad #1259,Ministry of Railways,Digital Governance,Ahmedabad,414.21,315.42,1131,1302,67.37,27,18,4,5,4.64,HIGH
PRJ-2260,Urban Infrastructure Project - Pune #1260,Ministry of Water Resources,Urban Infrastructure,Pune,2107.7,596.23,1587,568,29.92,37,11,2,24,6.01,MEDIUM
PRJ-2261,Infrastructure Project - Jaipur #1261,Ministry of Urban Development,Infrastructure,Jaipur,2703.58,2265.27,715,602,83.32,33,27,0,6,1.36,LOW
PRJ-2262,Energy & Power Project - Pune #1262,Ministry of Road Transport & Highways,Energy & Power,Pune,2551.37,1457.34,875,699,69.42,33,22,2,9,3.47,MEDIUM
PRJ-2263,Healthcare Facility Project - Hyderabad #1263,Ministry of Railways,Healthcare Facility,Hyderabad,2730.64,2975.63,405,462,98.47,26,25,0,1,1.16,LOW
PRJ-2264,Infrastructure Project - Ahmedabad #1264,Ministry of Electronics & IT,Infrastructure,Ahmedabad,324.98,91.73,1623,757,28.91,40,11,5,24,5.65,MEDIUM
PRJ-2265,Energy & Power Project - Jaipur #1265,Ministry of Railways,Energy & Power,Jaipur,702.55,625.48,501,512,89.23,19,16,0,3,0.86,MEDIUM
PRJ-2266,Energy & Power Project - Ahmedabad #1266,Ministry of Power,Energy & Power,Ahmedabad,762.5,113.94,1681,627,18.52,6,1,1,4,5.53,MEDIUM
PRJ-2267,Urban Infrastructure Project - Pune #1267,Ministry of Health & Family Welfare,Urban Infrastructure,Pune,157.58,51.07,759,327,35.42,20,7,1,12,5.13,LOW
PRJ-2268,Water & Sanitation Project - Ahmedabad #1268,Ministry of Water Resources,Water & Sanitation,Ahmedabad,2296.91,1774.84,448,448,62.4,10,6,1,3,3.29,HIGH
PRJ-2269,Water & Sanitation Project - Guwahati #1269,Ministry of Electronics & IT,Water & Sanitation,Guwahati,1459.68,951.93,210,192,60.9,14,8,1,5,3.53,HIGH
PRJ-2270,Transportation Project - Lucknow #1270,Ministry of Urban Development,Transportation,Lucknow,3008.97,1679.89,1787,815,52.86,6,3,0,3,3.27,LOW
PRJ-2271,Energy & Power Project - Patna #1271,Ministry of Road Transport & Highways,Energy & Power,Patna,2020.94,805.95,951,399,47.11,31,14,1,16,4.01,LOW
PRJ-2272,Healthcare Facility Project - Jaipur #1272,Ministry of Electronics & IT,Healthcare Facility,Jaipur,863.7,1005.16,215,256,100.0,28,28,0,0,1.43,LOW
PRJ-2273,Transportation Project - Lucknow #1273,Ministry of Urban Development,Transportation,Lucknow,3413.42,1910.05,993,941,54.67,35,19,8,8,6.75,HIGH
PRJ-2274,Transportation Project - Patna #1274,Ministry of Power,Transportation,Patna,3415.6,1700.72,375,268,55.09,36,19,4,13,4.01,MEDIUM
PRJ-2275,Healthcare Facility Project - Pune #1275,Ministry of Urban Development,Healthcare Facility,Pune,1836.69,1523.47,1340,1255,100.0,36,36,0,0,0.62,LOW
PRJ-2276,Water & Sanitation Project - Bengaluru #1276,Ministry of Power,Water & Sanitation,Bengaluru,137.42,88.08,1591,1148,63.89,5,3,0,2,2.22,LOW
PRJ-2277,Water & Sanitation Project - Pune #1277,Ministry of Health & Family Welfare,Water & Sanitation,Pune,1914.1,1756.89,821,948,100.0,34,34,0,0,1.03,LOW
PRJ-2278,Digital Governance Project - Guwahati #1278,Ministry of Water Resources,Digital Governance,Guwahati,294.21,132.71,395,224,53.78,13,6,1,6,3.04,LOW
PRJ-2279,Infrastructure Project - Bengaluru #1279,Ministry of Electronics & IT,Infrastructure,Bengaluru,698.81,89.4,412,58,12.64,15,1,1,13,5.82,MEDIUM
PRJ-2280,Digital Governance Project - Jaipur #1280,Ministry of Railways,Digital Governance,Jaipur,1469.33,490.19,198,84,32.78,23,7,3,13,6.32,MEDIUM
PRJ-2281,Healthcare Facility Project - Kolkata #1281,Ministry of Power,Healthcare Facility,Kolkata,2156.7,1210.19,941,677,63.55,23,14,1,8,2.63,LOW
PRJ-2282,Digital Governance Project - Kolkata #1282,Ministry of Health & Family Welfare,Digital Governance,Kolkata,1822.64,828.16,694,429,50.19,26,13,3,10,5.13,MEDIUM
PRJ-2283,Transportation Project - Bengaluru #1283,Ministry of Water Resources,Transportation,Bengaluru,1840.08,210.37,1150,127,11.34,14,1,1,12,6.82,MEDIUM
PRJ-2284,Energy & Power Project - Guwahati #1284,Ministry of Road Transport & Highways,Energy & Power,Guwahati,664.98,151.33,1601,325,22.11,11,2,0,9,4.83,LOW
PRJ-2285,Infrastructure Project - Kolkata #1285,Ministry of Railways,Infrastructure,Kolkata,2230.84,562.64,642,307,31.25,17,5,2,10,5.88,MEDIUM
PRJ-2286,Urban Infrastructure Project - Lucknow #1286,Ministry of Water Resources,Urban Infrastructure,Lucknow,2555.34,1041.21,932,733,40.68,21,8,6,7,6.65,HIGH
PRJ-2287,Infrastructure Project - Lucknow #1287,Ministry of Railways,Infrastructure,Lucknow,541.95,63.61,1676,566,13.2,11,1,2,8,6.18,MEDIUM
PRJ-2288,Water & Sanitation Project - Ahmedabad #1288,Ministry of Electronics & IT,Water & Sanitation,Ahmedabad,1162.26,1251.79,1761,1829,97.7,35,34,0,1,0.12,LOW
PRJ-2289,Transportation Project - Mumbai #1289,Ministry of Railways,Transportation,Mumbai,3254.12,429.57,1439,375,14.96,5,0,0,5,6.04,MEDIUM
PRJ-2290,Transportation Project - Jaipur #1290,Ministry of Road Transport & Highways,Transportation,Jaipur,2827.25,705.56,1051,873,25.9,37,9,20,8,10.0,HIGH
PRJ-2291,Urban Infrastructure Project - Ahmedabad #1291,Ministry of Urban Development,Urban Infrastructure,Ahmedabad,2474.79,1099.4,907,401,41.87,38,15,0,23,4.12,LOW
PRJ-2292,Transportation Project - Patna #1292,Ministry of Railways,Transportation,Patna,2919.28,992.3,1636,420,33.37,33,11,0,22,4.91,LOW
PRJ-2293,Infrastructure Project - Jaipur #1293,Ministry of Electronics & IT,Infrastructure,Jaipur,3150.17,1048.06,1515,731,40.94,28,11,4,13,6.09,MEDIUM
PRJ-2294,Digital Governance Project - Ahmedabad #1294,Ministry of Power,Digital Governance,Ahmedabad,756.09,907.31,1326,1410,100.0,17,17,0,0,0.36,LOW
PRJ-2295,Infrastructure Project - Hyderabad #1295,Ministry of Electronics & IT,Infrastructure,Hyderabad,1552.86,464.24,1257,395,27.35,26,7,1,18,4.77,LOW
PRJ-2296,Healthcare Facility Project - Delhi NCR #1296,Ministry of Power,Healthcare Facility,Delhi NCR,2127.64,1595.15,248,201,66.89,30,20,1,9,3.45,MEDIUM
PRJ-2297,Energy & Power Project - Patna #1297,Ministry of Power,Energy & Power,Patna,209.72,251.66,1351,1358,100.0,35,35,0,0,1.26,LOW
PRJ-2298,Transportation Project - Pune #1298,Ministry of Urban Development,Transportation,Pune,2627.28,2275.73,1506,1394,71.96,7,5,0,2,2.63,MEDIUM
PRJ-2299,Transportation Project - Guwahati #1299,Ministry of Electronics & IT,Transportation,Guwahati,2579.32,544.95,449,85,17.36,12,2,0,10,5.41,LOW
PRJ-2300,Energy & Power Project - Mumbai #1300,Ministry of Road Transport & Highways,Energy & Power,Mumbai,3004.04,2507.33,748,883,93.04,6,5,0,1,1.69,LOW
PRJ-2301,Digital Governance Project - Bengaluru #1301,Ministry of Power,Digital Governance,Bengaluru,3170.98,1904.16,1381,1235,61.08,5,3,0,2,2.75,HIGH
PRJ-2302,Digital Governance Project - Patna #1302,Ministry of Water Resources,Digital Governance,Patna,224.58,235.98,575,579,100.0,22,22,0,0,0.89,LOW
PRJ-2303,Healthcare Facility Project - Hyderabad #1303,Ministry of Power,Healthcare Facility,Hyderabad,2413.62,661.6,1018,295,23.36,5,1,0,4,4.95,LOW
